Index,Puzzle,Year,Category,INF-WC,INF-NWC,INF-stacking,INF-all,RMSD,DI-all,MCQ,p-value
16,PZ16a,2015,Human,1,"0,236","0,66","0,664","2,209","3,325","15,01","0,0000000252"
16,PZ16a,2015,Server,1,"0,707","0,786","0,81","2,214","2,733","15,61","0,0000000256"
16,PZ16a,2015,Server,"0,833","0,707","0,85","0,824","2,217","2,69","16,59","0,0000000258"
16,PZ16a,2015,Human,"0,833","0,707","0,85","0,824","2,217","2,69","16,59","0,0000000258"
16,PZ16a,2015,Server,"0,833","0,612","0,776","0,759","2,258","2,974","15,71","0,0000000293"
16,PZ16a,2015,Human,"0,833","0,612","0,776","0,759","2,258","2,974","15,71","0,0000000293"
16,PZ16a,2015,Server,"0,913","0,471","0,826","0,791","2,36","2,984","16,18","0,0000000402"
16,PZ16a,2015,Human,"0,913","0,471","0,826","0,791","2,36","2,984","16,18","0,0000000402"
16,PZ16a,2015,Server,1,"0,73","0,734","0,78","2,381","3,051","13,03","0,0000000428"
16,PZ16a,2015,Human,1,"0,73","0,734","0,78","2,381","3,051","13,03","0,0000000428"
16,PZ16a,2015,Server,1,"0,816","0,76","0,81","2,405","2,968","11,36","0,0000000462"
16,PZ16a,2015,Server,1,"0,707","0,76","0,794","2,407","3,033","16,68","0,0000000464"
16,PZ16a,2015,Server,"0,913","0,707","0,872","0,854","2,43","2,845","14,03","0,0000000498"
16,PZ16a,2015,Human,"0,913","0,707","0,872","0,854","2,43","2,845","14,03","0,0000000498"
16,PZ16a,2015,Server,1,"0,612","0,786","0,797","2,609","3,272","17,45","0,0000000856"
16,PZ16a,2015,Server,"0,926","0,548","0,805","0,785","2,718","3,464","15,28","0,000000119"
16,PZ16a,2015,Server,"0,926","0,73","0,786","0,801","2,751","3,433","13,44","0,000000131"
16,PZ16a,2015,Server,"0,926","0,73","0,81","0,818","2,802","3,427","13,87","0,000000152"
16,PZ16a,2015,Server,"0,913","0,707","0,742","0,763","2,813","3,686","15,02","0,000000157"
16,PZ16a,2015,Human,"0,913","0,707","0,742","0,763","2,813","3,686","15,02","0,000000157"
16,PZ16a,2015,Server,"0,926","0,816","0,805","0,827","2,912","3,523","20,91","0,00000021"
16,PZ16a,2015,Server,"0,926","0,816","0,805","0,827","2,912","3,523","20,91","0,00000021"
16,PZ16a,2015,Human,"0,739","0,408","0,76","0,697","3,551","5,091","16,17","0,00000127"
16,PZ16a,2015,Server,"0,913","0,707","0,849","0,838","3,716","4,433","13,82","0,00000198"
16,PZ16a,2015,Human,"0,913","0,707","0,849","0,838","3,716","4,433","13,82","0,00000198"
16,PZ16a,2015,Human,"0,775","0,408","0,751","0,705","3,957","5,614","17,01","0,00000375"
16,PZ16a,2015,Server,"0,645","0,289","0,742","0,658","4,339","6,592","18,87","0,00000991"
16,PZ16a,2015,Human,"0,775","0,289","0,734","0,679","4,416","6,502","17,34","0,000012"
16,PZ16a,2015,Server,"0,612","0,816","0,728","0,723","4,445","6,144","26,48","0,0000129"
16,PZ16a,2015,Server,"0,612","0,816","0,728","0,723","4,445","6,144","26,48","0,0000129"
16,PZ16a,2015,Server,"0,866","0,236","0,76","0,709","4,47","6,307","16,34","0,0000137"
16,PZ16a,2015,Server,"0,775","0,289","0,716","0,668","4,508","6,745","23,63","0,000015"
16,PZ16a,2015,Human,"0,775","0,289","0,76","0,697","4,558","6,535","17,23","0,000017"
16,PZ16a,2015,Human,"0,739","0,289","0,734","0,668","4,605","6,889","17,39","0,000019"
16,PZ16a,2015,Server,"0,73","0,667","0,723","0,709","4,708","6,637","28,77","0,0000243"
16,PZ16a,2015,Human,"0,775","0,408","0,776","0,715","4,711","6,593","15,58","0,0000245"
16,PZ16a,2015,Server,"0,775","0,289","0,66","0,63","4,758","7,548","24,12","0,0000274"
16,PZ16a,2015,Server,"0,645","0,289","0,631","0,58","4,786","8,251","21,78","0,0000292"
16,PZ16a,2015,Server,"0,775","0,289","0,671","0,639","4,805","7,515","18,07","0,0000306"
16,PZ16a,2015,Server,"0,645",0,"0,613","0,55","4,817","8,767","18,86","0,0000315"
16,PZ16a,2015,Server,"0,833","0,816","0,801","0,808","4,833","5,983","25,06","0,0000327"
16,PZ16a,2015,Server,"0,833","0,816","0,801","0,808","4,833","5,983","25,06","0,0000327"
16,PZ16a,2015,Server,"0,645","0,236","0,688","0,61","4,844","7,938","18,21","0,0000336"
16,PZ16a,2015,Server,"0,68","0,236","0,688","0,62","4,852","7,824","19,91","0,0000342"
16,PZ16a,2015,Server,"0,866","0,612","0,776","0,763","4,852","6,358","16,68","0,0000342"
16,PZ16a,2015,Server,"0,645","0,289","0,671","0,61","4,888","8,008","17,44","0,0000371"
16,PZ16a,2015,Server,"0,645","0,289","0,642","0,591","4,896","8,291","21,91","0,0000379"
16,PZ16a,2015,Server,"0,739","0,289","0,65","0,611","4,898","8,022","22,12","0,0000381"
16,PZ16a,2015,Server,"0,866","0,612","0,728","0,733","4,901","6,689","18,28","0,0000383"
16,PZ16a,2015,Server,"0,775","0,289","0,78","0,709","4,912","6,931","20,9","0,0000393"
16,PZ16a,2015,Server,"0,68","0,236","0,566","0,54","4,993","9,241","18,76","0,0000474"
16,PZ16a,2015,Server,"0,645","0,204","0,688","0,601","5,038","8,383","19,59","0,0000526"
16,PZ16a,2015,Server,"0,833","0,816","0,801","0,808","5,091","6,302","22,16","0,0000592"
16,PZ16a,2015,Server,"0,645",0,"0,671","0,581","5,217","8,976","18,92","0,0000787"
16,PZ16a,2015,Server,"0,775","0,289","0,655","0,63","5,247","8,333","17,18","0,0000841"
16,PZ16a,2015,Human,"0,739","0,408","0,768","0,705","5,288","7,503","15,54","0,0000922"
16,PZ16a,2015,Human,"0,816","0,289","0,66","0,641","5,383","8,397","18,43","0,000114"
16,PZ16a,2015,Human,"0,816","0,289","0,754","0,702","5,405","7,698","17,31","0,000119"
16,PZ16a,2015,Server,"0,645",0,"0,613","0,55","5,482","9,976","32,51","0,00014"
16,PZ16a,2015,Server,"0,866","0,548","0,65","0,672","5,557","8,274","19,03","0,000165"
16,PZ16a,2015,Server,"0,833","0,816","0,826","0,824","5,729","6,95",26,"0,000237"
16,PZ16a,2015,Server,"0,645","0,289","0,631","0,58","5,79","9,982","24,86","0,000269"
16,PZ16a,2015,Human,"0,833",0,"0,582","0,57","7,254","12,716","25,78","0,00406"
16,PZ16a,2015,Human,"0,772",0,"0,603","0,581","7,344","12,635","27,32","0,00469"
16,PZ16a,2015,Human,"0,816","0,289","0,754","0,702","8,41","11,978","18,35","0,0225"
16,PZ16a,2015,Human,0,0,"0,596","0,427","12,996","30,405","29,08","0,706"
16,PZ16a,2015,Human,0,0,"0,679","0,47","13,754","29,276","27,3","0,832"
16,PZ16a,2015,Human,0,0,"0,613","0,411","15,237","37,046","33,13","0,963"
16,PZ16a,2015,Human,0,0,"0,362","0,232","15,496","66,651","35,47","0,973"
16,PZ16a,2015,Human,0,0,"0,404","0,271","15,75","58,065","33,38","0,981"
16,PZ16a,2015,Human,0,0,"0,62","0,43","15,926","36,994","37,09","0,985"
16,PZ16a,2015,Human,0,0,"0,577","0,35","16,867","48,123","30,5","0,997"
17,PZ16b,2015,Server,1,"0,816","0,913","0,912","1,25","1,371","11,56","0,0000000011"
17,PZ16b,2015,Human,1,"0,816","0,913","0,912","1,25","1,371","11,56","0,0000000011"
17,PZ16b,2015,Human,1,"0,913","0,936","0,943","1,324","1,404","14,1","0,00000000141"
17,PZ16b,2015,Server,"0,926","0,816","0,87","0,87","1,344","1,545","14,31","0,00000000151"
17,PZ16b,2015,Server,"0,926","0,913","0,839","0,867","1,371","1,582","14,88","0,00000000165"
17,PZ16b,2015,Server,"0,926",1,"0,813","0,867","1,448","1,671","13,22","0,00000000214"
17,PZ16b,2015,Server,"0,926",1,"0,839","0,883","1,517","1,718","11,74","0,00000000269"
17,PZ16b,2015,Server,1,"0,707","0,889","0,88","1,543","1,753","16,13","0,00000000294"
17,PZ16b,2015,Human,1,"0,707","0,889","0,88","1,543","1,753","16,13","0,00000000294"
17,PZ16b,2015,Server,"0,926",1,"0,839","0,883","1,545","1,751","12,93","0,00000000296"
17,PZ16b,2015,Server,1,"0,816","0,886","0,895","1,607","1,796","12,19","0,00000000363"
17,PZ16b,2015,Human,1,"0,816","0,886","0,895","1,607","1,796","12,19","0,00000000363"
17,PZ16b,2015,Server,1,"0,913","0,913","0,928","1,614","1,74","13,57","0,00000000372"
17,PZ16b,2015,Human,1,"0,913","0,913","0,928","1,614","1,74","13,57","0,00000000372"
17,PZ16b,2015,Server,"0,926",1,"0,839","0,883","1,634","1,851","12,6","0,00000000398"
17,PZ16b,2015,Server,"0,926","0,816","0,845","0,853","1,642","1,924","16,11","0,00000000408"
17,PZ16b,2015,Server,"0,926","0,816","0,889","0,883","1,67","1,892","12,85","0,00000000447"
17,PZ16b,2015,Server,"0,913","0,913","0,865","0,88","1,682","1,911","17,29","0,00000000466"
17,PZ16b,2015,Human,"0,913","0,913","0,865","0,88","1,682","1,911","17,29","0,00000000466"
17,PZ16b,2015,Server,1,"0,913","0,889","0,912","1,698","1,862","17,3","0,0000000049"
17,PZ16b,2015,Human,1,"0,913","0,889","0,912","1,698","1,862","17,3","0,0000000049"
17,PZ16b,2015,Server,"0,913","0,913","0,886","0,895","1,712","1,913","15,34","0,00000000513"
17,PZ16b,2015,Human,"0,913","0,913","0,886","0,895","1,712","1,913","15,34","0,00000000513"
17,PZ16b,2015,Server,"0,926","0,816","0,813","0,833","1,717","2,06","16,92","0,00000000521"
17,PZ16b,2015,Server,"0,926",1,"0,813","0,867","1,753","2,023","17,66","0,00000000587"
17,PZ16b,2015,Server,1,"0,913","0,865","0,896","1,772","1,977","15,7","0,00000000625"
17,PZ16b,2015,Server,"0,926",1,"0,765","0,837","1,772","2,117","11,4","0,00000000623"
17,PZ16b,2015,Server,"0,926",1,"0,765","0,837","1,784","2,133","15,91","0,00000000649"
17,PZ16b,2015,Server,1,"0,73","0,8","0,824","1,812","2,2","13,22","0,00000000712"
17,PZ16b,2015,Server,"0,913","0,913","0,91","0,911","1,812","1,989","13,46","0,0000000071"
17,PZ16b,2015,Human,"0,913","0,913","0,91","0,911","1,812","1,989","13,46","0,0000000071"
17,PZ16b,2015,Server,"0,926","0,913","0,934","0,928","1,815","1,956","19,6","0,00000000717"
17,PZ16b,2015,Server,1,1,"0,894","0,93","1,839","1,978","14,3","0,00000000775"
17,PZ16b,2015,Server,"0,926","0,913","0,839","0,867","1,851","2,136","14,08","0,00000000805"
17,PZ16b,2015,Server,0,0,0,-1,"1,856","-1,856","13,96","0,0000000082"
17,PZ16b,2015,Server,"0,926","0,913","0,865","0,883","1,891","2,142","15,09","0,00000000918"
17,PZ16b,2015,Server,"0,926",1,"0,865","0,899","1,899","2,113","15,39","0,0000000094"
17,PZ16b,2015,Server,1,"0,913","0,91","0,926","1,904","2,055","19,03","0,00000000956"
17,PZ16b,2015,Server,1,"0,913","0,91","0,926","1,904","2,055","19,03","0,00000000956"
17,PZ16b,2015,Server,1,"0,913","0,91","0,926","1,904","2,055","19,03","0,00000000956"
17,PZ16b,2015,Server,"0,926",1,"0,759","0,833","1,917","2,3","18,55","0,00000000996"
17,PZ16b,2015,Server,"0,926",1,"0,839","0,883","1,992","2,257","16,12","0,0000000127"
17,PZ16b,2015,Server,"0,926",1,"0,813","0,867","1,999","2,307","13,68","0,000000013"
17,PZ16b,2015,Server,"0,926","0,913","0,845","0,87","2,026","2,33","18,99","0,0000000141"
17,PZ16b,2015,Server,"0,926","0,913","0,839","0,867","2,038","2,352","15,56","0,0000000147"
17,PZ16b,2015,Server,"0,926",1,"0,813","0,867","2,09","2,412","17,79","0,0000000173"
17,PZ16b,2015,Server,"0,926",1,"0,839","0,883","2,112","2,393","16,82","0,0000000186"
17,PZ16b,2015,Server,"0,926","0,707","0,756","0,777","2,348","3,022","14,61","0,0000000387"
17,PZ16b,2015,Server,"0,926","0,816","0,813","0,833","2,431","2,918","14,62","0,00000005"
17,PZ16b,2015,Server,"0,926",1,"0,813","0,867","2,501","2,887","11,98","0,0000000619"
17,PZ16b,2015,Server,1,"0,816","0,786","0,831","2,521","3,036","13,14","0,0000000657"
17,PZ16b,2015,Server,"0,913","0,707","0,839","0,831","2,668","3,213","13,98","0,000000102"
17,PZ16b,2015,Human,"0,913","0,707","0,839","0,831","2,668","3,213","13,98","0,000000102"
17,PZ16b,2015,Server,"0,913","0,816","0,813","0,831","2,759","3,322","16,77","0,000000134"
17,PZ16b,2015,Human,"0,913","0,816","0,813","0,831","2,759","3,322","16,77","0,000000134"
17,PZ16b,2015,Server,1,"0,833","0,865","0,883","2,883","3,266","22,53","0,000000193"
17,PZ16b,2015,Human,"0,739","0,408","0,622","0,607","3,591","5,914","16,84","0,00000142"
17,PZ16b,2015,Human,"0,739",0,"0,639","0,596","3,782","6,342","18,86","0,00000237"
17,PZ16b,2015,Human,"0,739","0,408","0,622","0,607","3,803","6,263","16,55","0,0000025"
17,PZ16b,2015,Server,"0,775","0,408","0,711","0,677","3,873","5,723","24,95","0,00000301"
17,PZ16b,2015,Human,"0,739","0,408","0,639","0,617","3,948","6,396","17,25","0,00000366"
17,PZ16b,2015,Human,"0,739","0,408","0,637","0,618","4,018","6,503","17,34","0,00000439"
17,PZ16b,2015,Human,"0,739",0,"0,67","0,617","4,042","6,549","19,11","0,00000467"
17,PZ16b,2015,Human,"0,707",0,"0,637","0,588","4,056","6,892","18,96","0,00000484"
17,PZ16b,2015,Server,"0,775","0,408","0,637","0,627","4,228","6,738","22,52","0,0000075"
17,PZ16b,2015,Human,"0,739","0,408","0,683","0,647","4,236","6,544","16,81","0,00000766"
17,PZ16b,2015,Server,"0,775",0,"0,637","0,607","4,373","7,202","22,12","0,0000108"
17,PZ16b,2015,Server,"0,913","0,913","0,886","0,895","4,419","4,937","23,09","0,0000121"
17,PZ16b,2015,Server,"0,775","0,577","0,746","0,717","4,471","6,234","21,9","0,0000137"
17,PZ16b,2015,Server,"0,816","0,913","0,782","0,811","4,531","5,584","28,35","0,0000159"
17,PZ16b,2015,Server,"0,913","0,913","0,861","0,879","4,572","5,202","25,4","0,0000176"
17,PZ16b,2015,Server,"0,775","0,577","0,783","0,743","4,628","6,23","24,44","0,0000201"
17,PZ16b,2015,Server,"0,775","0,408","0,637","0,627","4,686","7,468","25,11","0,0000231"
17,PZ16b,2015,Human,"0,739","0,408","0,688","0,648","4,708","7,264","16,39","0,0000243"
17,PZ16b,2015,Server,"0,775","0,408","0,667","0,648","4,784","7,383","20,6","0,0000291"
17,PZ16b,2015,Human,"0,739",0,"0,59","0,565","4,876","8,631","18,49","0,0000362"
17,PZ16b,2015,Server,"0,707","0,913","0,782","0,794","4,944","6,23","27,32","0,0000423"
17,PZ16b,2015,Server,"0,775","0,471","0,688","0,668","4,952","7,415","20,88","0,0000432"
17,PZ16b,2015,Server,"0,775","0,408","0,637","0,627","5,049","8,046","16,85","0,0000538"
17,PZ16b,2015,Server,"0,816","0,289","0,67","0,648","5,184","7,998","22,27","0,000073"
17,PZ16b,2015,Server,"0,816","0,577","0,622","0,647","5,597","8,646","22,86","0,00018"
17,PZ16b,2015,Server,"0,775","0,471","0,639","0,638","5,7","8,941","23,67","0,000224"
17,PZ16b,2015,Server,"0,707","0,73","0,724","0,721","5,72","7,937","27,1","0,000233"
17,PZ16b,2015,Human,"0,772",0,"0,578","0,567","7,2","12,7","26,12","0,00371"
17,PZ16b,2015,Human,"0,772",0,"0,646","0,613","7,276","11,877","24,8","0,0042"
17,PZ16b,2015,Human,0,0,"0,528","0,31","15,547","50,115","37,91","0,975"
17,PZ16b,2015,Human,0,0,"0,462","0,296","15,708","53,101","37,3","0,98"
17,PZ16b,2015,Human,0,0,"0,463","0,319","15,745","49,4","34,29","0,981"
17,PZ16b,2015,Human,0,0,"0,348","0,199","15,794","79,285","33,8","0,982"
17,PZ16b,2015,Human,0,0,"0,538","0,331","16,285","49,127","33,32","0,991"
17,PZ16b,2015,Human,0,0,"0,446","0,295","16,367","55,465","27,14","0,992"
17,PZ16b,2015,Human,0,0,"0,503","0,319","16,39","51,423","35,43","0,992"
18,PZ17,2016,Server,"0,839",0,"0,692","0,687","5,145","7,494","25,92",0
18,PZ17,2016,Human,"0,858",0,"0,701","0,698","7,134","10,222","24,89",0
18,PZ17,2016,Server,"0,83",0,"0,7","0,677","7,608","11,242","26,57",0
18,PZ17,2016,Human,"0,906",0,"0,779","0,772","8,602","11,138","23,33",0
18,PZ17,2016,Human,"0,878",0,"0,718","0,719","8,673","12,061","25,36",0
18,PZ17,2016,Human,"0,83",0,"0,717","0,702","8,766","12,482","24,08",0
18,PZ17,2016,Human,"0,75",0,"0,633","0,583","9,443","16,194","24,07",0
18,PZ17,2016,Human,"0,83",0,"0,693","0,695","10,863","15,637","25,53","0,00000000603"
18,PZ17,2016,Human,"0,83",0,"0,675","0,672","10,955","16,296","25,23","0,00000000813"
18,PZ17,2016,Human,"0,83","0,218","0,701","0,703","11,021","15,666","24,92","0,0000000101"
18,PZ17,2016,Human,"0,83",0,"0,731","0,705","11,25","15,955","27,4","0,0000000208"
18,PZ17,2016,Human,"0,83",0,"0,659","0,668","11,509","17,218","24,6","0,0000000465"
18,PZ17,2016,Human,"0,83",0,"0,701","0,691","11,605","16,782","21,34","0,0000000622"
18,PZ17,2016,Human,"0,83",0,"0,545","0,609","11,779","19,334","29,3","0,000000105"
18,PZ17,2016,Server,"0,559",0,"0,538","0,505","11,913","23,599","23,91","0,000000157"
18,PZ17,2016,Server,"0,872",0,"0,505","0,604","12,011","19,884","26,94","0,000000209"
18,PZ17,2016,Human,"0,839",0,"0,701","0,703","12,07","17,157","25,27","0,000000247"
18,PZ17,2016,Server,"0,781",0,"0,612","0,613","12,2","19,898",26,"0,00000036"
18,PZ17,2016,Human,"0,839",0,"0,716","0,718","12,234","17,038","25,13","0,000000397"
18,PZ17,2016,Server,"0,83",0,"0,424","0,54","12,301","22,794",28,"0,000000479"
18,PZ17,2016,Human,"0,83",0,"0,514","0,598","12,311","20,591","28,78","0,000000492"
18,PZ17,2016,Human,"0,85",0,"0,545","0,622","12,37","19,893","29,51","0,000000583"
18,PZ17,2016,Server,"0,8",0,"0,462","0,551","12,558","22,801","27,57","0,000000982"
18,PZ17,2016,Server,"0,81",0,"0,631","0,648","12,768","19,714","29,57","0,00000174"
18,PZ17,2016,Server,"0,8",0,"0,462","0,557","12,784","22,968","28,49","0,00000181"
18,PZ17,2016,Server,"0,8",0,"0,514","0,586","12,823","21,871","26,92","0,00000201"
18,PZ17,2016,Human,"0,769",0,"0,589","0,611","12,86","21,036","26,86","0,00000222"
18,PZ17,2016,Human,"0,81",0,"0,725","0,714","13,227","18,519","26,67","0,00000578"
18,PZ17,2016,Human,"0,738",0,"0,552","0,572","13,39","23,418","26,37","0,00000874"
18,PZ17,2016,Human,"0,212",0,"0,398","0,315","13,402","42,579","49,29","0,000009"
18,PZ17,2016,Server,"0,769",0,"0,545","0,593","13,518","22,815","27,1","0,000012"
18,PZ17,2016,Server,"0,813",0,"0,512","0,582","13,519","23,232","27,12","0,000012"
18,PZ17,2016,Human,"0,447",0,"0,556","0,453","13,849","30,549","42,4","0,0000267"
18,PZ17,2016,Human,"0,763",0,"0,698","0,676","13,952","20,625","29,83","0,0000341"
18,PZ17,2016,Human,"0,776",0,"0,659","0,662","13,977","21,12","26,04","0,0000361"
18,PZ17,2016,Human,"0,776",0,"0,659","0,662","13,977","21,12","26,04","0,0000361"
18,PZ17,2016,Human,"0,558",0,"0,576","0,525","14,076","26,787","45,2","0,0000455"
18,PZ17,2016,Server,"0,73",0,"0,661","0,634","14,285","22,519","25,29","0,0000731"
18,PZ17,2016,Human,"0,81",0,"0,663","0,672","14,354","21,37","28,52","0,0000852"
18,PZ17,2016,Human,"0,732",0,"0,593","0,595","14,378","24,147","26,73","0,0000898"
18,PZ17,2016,Human,"0,732",0,"0,593","0,595","14,378","24,147","26,73","0,0000898"
18,PZ17,2016,Human,"0,632",0,"0,605","0,576","14,507","25,198","25,13","0,000119"
18,PZ17,2016,Human,"0,674",0,"0,526","0,526","14,562","27,706","37,15","0,000134"
18,PZ17,2016,Human,"0,75",0,"0,586","0,591","14,634","24,765","28,99","0,000157"
18,PZ17,2016,Human,"0,723",0,"0,634","0,605","14,75","24,376","27,13","0,0002"
18,PZ17,2016,Human,"0,821",0,"0,579","0,614","14,78","24,064","25,58","0,000214"
18,PZ17,2016,Human,"0,9",0,"0,704","0,711","14,858","20,892","26,83","0,000251"
18,PZ17,2016,Human,"0,404",0,"0,678","0,544","14,874","27,323","40,35","0,00026"
18,PZ17,2016,Human,"0,71",0,"0,524","0,532","15,023","28,248","36,38","0,000352"
18,PZ17,2016,Human,"0,55",0,"0,677","0,594","15,024","25,28","25,3","0,000353"
18,PZ17,2016,Human,"0,85",0,"0,65","0,673","15,03","22,326","26,28","0,000357"
18,PZ17,2016,Server,"0,793",0,"0,638","0,648","15,071","23,272","26,33","0,000389"
18,PZ17,2016,Human,"0,667",0,"0,667","0,604","15,142","25,05","27,4","0,000447"
18,PZ17,2016,Server,"0,683",0,"0,645","0,604","15,175","25,105","27,09","0,000478"
18,PZ17,2016,Human,"0,81",0,"0,703","0,678","15,383","22,701","23,67","0,000718"
18,PZ17,2016,Human,"0,577",0,"0,677","0,586","15,508","26,453","42,6","0,00091"
18,PZ17,2016,Human,"0,607",0,"0,576","0,532","15,533","29,188","47,48","0,000954"
18,PZ17,2016,Server,"0,682",0,"0,533","0,548","15,586","28,418","33,4","0,00105"
18,PZ17,2016,Server,"0,746",0,"0,602","0,612","15,588","25,47","27,88","0,00106"
18,PZ17,2016,Human,"0,75",0,"0,675","0,647","15,598","24,106","20,2","0,00108"
18,PZ17,2016,Server,"0,5",0,"0,625","0,515","15,613","30,32","24,14","0,00111"
18,PZ17,2016,Human,"0,542",0,"0,684","0,595","15,745","26,457","26,22","0,00141"
18,PZ17,2016,Human,"0,447",0,"0,562","0,499","15,949","31,954","45,23","0,00203"
18,PZ17,2016,Human,"0,564",0,"0,73","0,642","16,017","24,96","24,75","0,00229"
18,PZ17,2016,Human,"0,58",0,"0,566","0,534","16,039","30,017","27,68","0,00238"
18,PZ17,2016,Human,"0,781",0,"0,601","0,618","16,075","26,015","27,68","0,00253"
18,PZ17,2016,Server,"0,717",0,"0,517","0,537","16,096","29,971","34,1","0,00262"
18,PZ17,2016,Server,"0,76",0,"0,645","0,648","16,098","24,856","24,54","0,00263"
18,PZ17,2016,Human,"0,791",0,"0,642","0,647","16,111","24,89","26,5","0,00269"
18,PZ17,2016,Human,"0,693",0,"0,625","0,605","16,275","26,883","25,55","0,00355"
18,PZ17,2016,Human,"0,474","0,218","0,497","0,461","16,43","35,61","40,85","0,00458"
18,PZ17,2016,Human,"0,872",0,"0,582","0,641","16,451","25,664","33,13","0,00473"
18,PZ17,2016,Human,"0,338",0,"0,311","0,29","16,526","57,049","54,07","0,00534"
18,PZ17,2016,Server,"0,634",0,"0,608","0,544","16,563","30,427","23,73","0,00567"
18,PZ17,2016,Human,"0,717",0,"0,607","0,608","16,577","27,269","41,94","0,0058"
18,PZ17,2016,Server,"0,616",0,"0,668","0,602","16,582","27,566","25,06","0,00584"
18,PZ17,2016,Human,"0,868",0,"0,625","0,666","16,607","24,924","35,73","0,00607"
18,PZ17,2016,Human,"0,496",0,"0,484","0,451","16,652","36,962","45,87","0,00652"
18,PZ17,2016,Human,"0,85",0,"0,56","0,62","16,729","27,002","27,34","0,00734"
18,PZ17,2016,Server,"0,6",0,"0,628","0,551","16,793","30,465","25,93","0,0081"
18,PZ17,2016,Human,"0,62",0,"0,604","0,567","16,811","29,638","30,41","0,00833"
18,PZ17,2016,Human,"0,821",0,"0,497","0,563","16,934","30,062","25,48","0,01"
18,PZ17,2016,Server,"0,65",0,"0,636","0,576","16,971","29,479","25,43","0,0106"
18,PZ17,2016,Server,"0,634",0,"0,628","0,566","17,011","30,068","26,16","0,0112"
18,PZ17,2016,Human,"0,593",0,"0,597","0,563","17,046","30,272","35,75","0,0118"
18,PZ17,2016,Human,"0,607",0,"0,586","0,538","17,207","31,968","43,72","0,0148"
18,PZ17,2016,Human,"0,783",0,"0,593","0,617","17,349","28,096","39,3","0,0181"
18,PZ17,2016,Human,"0,539",0,"0,524","0,493","17,423","35,354","43,55","0,02"
18,PZ17,2016,Human,"0,83",0,"0,68","0,675","17,435","25,844",29,"0,0203"
18,PZ17,2016,Server,"0,503",0,"0,526","0,486","17,607","36,246","28,47","0,0255"
18,PZ17,2016,Server,"0,503",0,"0,526","0,486","17,867","36,781","24,01","0,0353"
18,PZ17,2016,Human,"0,581",0,"0,564","0,539","18,04","33,499","32,58","0,0435"
18,PZ17,2016,Server,"0,503",0,"0,537","0,497","18,443","37,124","26,71","0,0684"
18,PZ17,2016,Human,"0,586",0,"0,55","0,527","18,472","35,034","37,35","0,0706"
18,PZ17,2016,Server,"0,746",0,"0,659","0,642","18,588","28,968","24,91","0,0797"
18,PZ17,2016,Human,"0,548",0,"0,625","0,565","18,687","33,058","36,5","0,0882"
18,PZ17,2016,Server,"0,434",0,"0,643","0,548","18,791","34,294","27,49","0,0978"
18,PZ17,2016,Server,"0,503",0,"0,52","0,486","18,93","38,968","31,21","0,112"
18,PZ17,2016,Human,"0,191",0,"0,506","0,372","18,954","50,925","26,39","0,114"
18,PZ17,2016,Server,"0,137",0,"0,555","0,386","19,061","49,336","24,29","0,126"
18,PZ17,2016,Server,"0,503",0,"0,59","0,522","19,671","37,705","30,83","0,21"
18,PZ17,2016,Server,"0,488",0,"0,494","0,457","19,938","43,675","24,48","0,256"
18,PZ17,2016,Server,"0,503",0,"0,564","0,51","20,027","39,276","30,03","0,272"
18,PZ17,2016,Server,"0,256",0,"0,575","0,438","20,485","46,801","23,67","0,362"
18,PZ17,2016,Server,"0,205",0,"0,513","0,385","20,568","53,48","23,8","0,38"
18,PZ17,2016,Server,"0,211",0,"0,537","0,403","21,521","53,375","24,12","0,588"
18,PZ17,2016,Human,"0,503",0,"0,587","0,515","21,751","42,274","25,32","0,637"
19,PZ18,2016,Human,"0,981","0,667","0,84","0,868","3,208","3,696","16,11",0
19,PZ18,2016,Human,"0,962","0,577","0,738","0,794","3,74","4,71","24,85",0
19,PZ18,2016,Human,"0,981","0,548","0,857","0,873","3,877","4,442","16,15",0
19,PZ18,2016,Human,"0,981","0,667","0,85","0,874","4,034","4,613","16,03",0
19,PZ18,2016,Human,"0,981","0,617","0,824","0,852","5,496","6,447","16,59",0
19,PZ18,2016,Human,"0,981","0,577","0,85","0,865","5,633","6,512","16,28",0
19,PZ18,2016,Human,"0,981","0,577","0,85","0,865","5,633","6,512","16,28",0
19,PZ18,2016,Human,"0,962","0,365","0,851","0,853","5,698","6,682","16,68",0
19,PZ18,2016,Human,"0,962","0,365","0,851","0,853","5,698","6,682","16,68",0
19,PZ18,2016,Human,"0,96","0,577","0,794","0,828","6,636","8,01","26,76",0
19,PZ18,2016,Human,"0,84",0,"0,607","0,65","7,903","12,166","24,91",0
19,PZ18,2016,Human,"0,824",0,"0,694","0,704","8,44","11,983","23,07",0
19,PZ18,2016,Human,"0,76",0,"0,72","0,703","9,165","13,034","24,66",0
19,PZ18,2016,Human,"0,776",0,"0,68","0,681","9,273","13,618","24,02",0
19,PZ18,2016,Server,"0,784","0,365","0,623","0,654","9,82","15,023","15,78",0
19,PZ18,2016,Server,"0,706","0,236","0,609","0,617","10,277","16,65","20,89",0
19,PZ18,2016,Server,"0,784","0,289","0,64","0,666","10,342","15,535","17,85",0
19,PZ18,2016,Human,"0,917","0,365","0,798","0,802","10,904","13,596","19,66",0
19,PZ18,2016,Human,"0,917","0,365","0,798","0,802","10,904","13,596","19,66",0
