Index,Puzzle,Year,Category,INF-WC,INF-NWC,INF-stacking,INF-all,RMSD,DI-all,MCQ,p-value
3,PZ3,2010,Human,"0,421",0,"0,592","0,519","22,987","44,277","40,4",1
4,PZ4,2011,Human,"0,989","0,667","0,935","0,938","3,257","3,472","15,81",0
4,PZ4,2011,Human,"0,989","0,756","0,934","0,943","3,259","3,456","15,69",0
4,PZ4,2011,Human,"0,989","0,707","0,926","0,935","3,262","3,49","16,51",0
4,PZ4,2011,Human,"0,989","0,707","0,935","0,94","3,264","3,471","15,91",0
4,PZ4,2011,Human,"0,989","0,707","0,944","0,947","3,269","3,452","15,93",0
4,PZ4,2011,Human,"0,989","0,756","0,925","0,937","3,275","3,495","15,84",0
4,PZ4,2011,Human,"0,989","0,756","0,934","0,943","3,279","3,477","15,88",0
4,PZ4,2011,Human,"0,989","0,707","0,94","0,944","3,281","3,476","15,67",0
4,PZ4,2011,Human,"0,989","0,756","0,94","0,947","3,282","3,467","15,94",0
4,PZ4,2011,Human,"0,989","0,756","0,934","0,943","3,283","3,481","15,95",0
4,PZ4,2011,Human,"0,979","0,671","0,893","0,912","3,994","4,379","18,35",0
4,PZ4,2011,Human,"0,979","0,671","0,888","0,909","3,994","4,396","18,62",0
4,PZ4,2011,Human,"0,979","0,671","0,88","0,903","3,997","4,427","18,4",0
4,PZ4,2011,Human,"0,979","0,671","0,88","0,903","3,997","4,427","18,4",0
4,PZ4,2011,Human,"0,979","0,75","0,885","0,909","4,002","4,402","18,45",0
4,PZ4,2011,Human,"0,989","0,567","0,852","0,882","4,023","4,563","19,96",0
4,PZ4,2011,Human,"0,934","0,289","0,821","0,842","4,091","4,857","23,01",0
4,PZ4,2011,Human,"0,957","0,577","0,826","0,86","4,222","4,909","23,02",0
4,PZ4,2011,Human,"0,979","0,707","0,881","0,902","4,331","4,804","24,39",0
4,PZ4,2011,Human,"0,572","0,224","0,682","0,632","4,405","6,975","32,47",0
4,PZ4,2011,Human,"0,979","0,577","0,875","0,893","4,498","5,038","15,71",0
4,PZ4,2011,Human,"0,979","0,577","0,879","0,896","4,499","5,023","15,72",0
4,PZ4,2011,Human,"0,979","0,577","0,879","0,896","4,499","5,023","15,71",0
4,PZ4,2011,Human,"0,979","0,577","0,879","0,896","4,499","5,023","15,71",0
4,PZ4,2011,Human,"0,979","0,577","0,879","0,896","4,499","5,023","15,72",0
4,PZ4,2011,Human,"0,945","0,577","0,801","0,84","4,705","5,603","24,71",0
4,PZ4,2011,Human,"0,989","0,756","0,878","0,906","5,139","5,675","17,73",0
4,PZ4,2011,Human,"0,989","0,756","0,878","0,906","5,139","5,675","17,73",0
4,PZ4,2011,Human,"0,697","0,25","0,723","0,699","6,339","9,066","33,6",0
4,PZ4,2011,Human,"0,739","0,289","0,749","0,72","12,801","17,774","23,45",0
5,PZ5,2011,Human,"0,906","0,334","0,751","0,761","9,152","12,019","24,15",0
5,PZ5,2011,Human,"0,919","0,256","0,751","0,757","9,948","13,148","24,49",0
5,PZ5,2011,Human,"0,896",0,"0,661","0,7","16,778","23,964","24,14","0,00000000104"
5,PZ5,2011,Human,"0,837",0,"0,656","0,683","19,899","29,143","24,43","0,0000103"
5,PZ5,2011,Human,"0,837",0,"0,656","0,683","19,899","29,143","24,43","0,0000103"
5,PZ5,2011,Human,"0,862",0,"0,735","0,739","20,765","28,094","21,88","0,0000796"
5,PZ5,2011,Human,"0,912",0,"0,692","0,727","20,82","28,646","24,21","0,00009"
5,PZ5,2011,Human,"0,905",0,"0,663","0,7","21,443","30,612","23,82","0,000337"
5,PZ5,2011,Human,"0,789",0,"0,682","0,678","22,244","32,797","20,22","0,00157"
5,PZ5,2011,Human,"0,717",0,"0,62","0,605","22,37","36,99","23,41","0,00196"
5,PZ5,2011,Human,"0,866",0,"0,679","0,707","23,014","32,553","23,05","0,00576"
5,PZ5,2011,Human,"0,878",0,"0,712","0,726","23,685","32,635","22,97","0,0156"
5,PZ5,2011,Human,"0,86",0,"0,68","0,697","23,811","34,15","21,51","0,0186"
5,PZ5,2011,Human,"0,889",0,"0,673","0,709","24,008","33,842","24,04","0,0242"
5,PZ5,2011,Human,"0,789",0,"0,691","0,675","24,777","36,689","21,98","0,0609"
5,PZ5,2011,Human,"0,804",0,"0,732","0,707","25,673","36,329","25,3","0,147"
5,PZ5,2011,Human,"0,759",0,"0,689","0,665","26,257","39,497","26,32","0,234"
5,PZ5,2011,Human,"0,841",0,"0,703","0,715","27,195","38,027","23,23","0,419"
5,PZ5,2011,Human,"0,812",0,"0,714","0,7","27,236","38,902","24,09","0,428"
5,PZ5,2011,Human,"0,714",0,"0,739","0,689","28,714","41,689","24,69","0,739"
5,PZ5,2011,Human,"0,81",0,"0,728","0,712","31,393","44,063","23,17","0,983"
5,PZ5,2011,Human,"0,832",0,"0,741","0,725","31,522","43,503","25,41","0,986"
5,PZ5,2011,Human,"0,832",0,"0,725","0,716","31,551","44,069","26,08","0,987"
5,PZ5,2011,Human,"0,831","0,198","0,638","0,67","32,526","48,542","33,88","0,997"
5,PZ5,2011,Human,"0,857","0,205","0,66","0,691","36,543","52,904","33,18",1
6,PZ6,2012,Human,"0,885","0,316","0,702","0,724","11,699","16,151","28,1",0
6,PZ6,2012,Human,"0,885","0,333","0,702","0,726","12,405","17,08","29,01",0
6,PZ6,2012,Human,"0,885","0,347","0,705","0,726","13,627","18,774","26,13","0,000000000157"
6,PZ6,2012,Human,"0,885","0,333","0,705","0,728","14,478","19,893","29,52","0,00000000296"
6,PZ6,2012,Human,"0,885","0,347","0,694","0,719","15,048","20,942","26,61","0,0000000188"
6,PZ6,2012,Human,"0,874","0,217","0,72","0,724","15,752","21,759","27,99","0,00000016"
6,PZ6,2012,Human,"0,885","0,361","0,738","0,749","15,834","21,147","31,28","0,000000204"
6,PZ6,2012,Human,"0,869","0,237","0,731","0,734","17,875","24,363","27,71","0,0000422"
6,PZ6,2012,Human,"0,877","0,334","0,743","0,746","17,956","24,06","25,7","0,0000508"
6,PZ6,2012,Human,"0,877","0,204","0,697","0,716","21,379","29,86","33,37","0,0236"
6,PZ6,2012,Human,"0,862","0,204","0,716","0,724","21,778","30,092","33,48","0,039"
6,PZ6,2012,Human,"0,837",0,"0,627","0,653","22,152","33,937","27,37","0,06"
6,PZ6,2012,Human,"0,715","0,289","0,578","0,598","22,261","37,231","30,75","0,0675"
6,PZ6,2012,Human,"0,865","0,335","0,735","0,745","22,264","29,866","30,12","0,0677"
6,PZ6,2012,Human,"0,889","0,204","0,703","0,723","22,304","30,836","32,41","0,0707"
6,PZ6,2012,Human,"0,877","0,289","0,695","0,721","22,319","30,958","31,45","0,0718"
6,PZ6,2012,Human,"0,854",0,"0,644","0,668","22,769","34,109","24,73","0,113"
6,PZ6,2012,Human,"0,889","0,289","0,704","0,731","23,341","31,94","31,21","0,185"
6,PZ6,2012,Human,"0,821",0,"0,624","0,643","23,682","36,809","27,22","0,24"
6,PZ6,2012,Human,"0,854","0,112","0,588","0,635","23,754","37,437","31,07","0,253"
6,PZ6,2012,Human,"0,8","0,177","0,573","0,609","24,292","39,881","30,1","0,357"
6,PZ6,2012,Human,"0,858","0,102","0,683","0,696","24,294","34,909","32,13","0,357"
6,PZ6,2012,Human,"0,854",0,"0,654","0,674","25,066","37,192","25,58","0,525"
6,PZ6,2012,Human,"0,838",0,"0,656","0,673","26,241","38,982","24,22","0,763"
6,PZ6,2012,Human,"0,842",0,"0,687","0,692","26,371","38,104","24,3","0,785"
6,PZ6,2012,Human,"0,834",0,"0,682","0,693","26,724","38,573","25,8","0,838"
6,PZ6,2012,Human,"0,877","0,25","0,698","0,708","29,182","41,226","28,7","0,991"
6,PZ6,2012,Human,"0,814",0,"0,669","0,68","30,968","45,564","22,46",1
6,PZ6,2012,Human,"0,801",0,"0,606","0,628","31,065","49,502","29,04",1
6,PZ6,2012,Human,"0,784",0,"0,648","0,652","32,131","49,279","22,61",1
6,PZ6,2012,Human,"0,701",0,"0,593","0,597","32,166","53,891","23,78",1
6,PZ6,2012,Human,"0,809",0,"0,619","0,641","36,164","56,435","24,76",1
6,PZ6,2012,Human,"0,85",0,"0,672","0,682","37,066","54,362","22,61",1
6,PZ6,2012,Human,"0,78",0,"0,647","0,652","37,465","57,436","25,18",1
7,PZ7,2012,Human,"0,895","0,105","0,726","0,748","20,37","27,245","25,4",0
7,PZ7,2012,Human,"0,852","0,101","0,713","0,725","23,02","31,732","25,13",0
7,PZ7,2012,Human,"0,877","0,158","0,742","0,763","23,29","30,516","19,62",0
7,PZ7,2012,Human,"0,839","0,098","0,707","0,715","24,095","33,697","25,72",0
7,PZ7,2012,Human,"0,88","0,154","0,703","0,74","24,205","32,713","25,71",0
7,PZ7,2012,Human,"0,861",0,"0,717","0,736","24,456","33,248","22,25",0
7,PZ7,2012,Human,"0,861",0,"0,717","0,736","24,456","33,247","22,25",0
7,PZ7,2012,Human,"0,858","0,098","0,726","0,732","24,611","33,605","26,87",0
7,PZ7,2012,Human,"0,836","0,114","0,686","0,706","24,892","35,244","26,69",0
7,PZ7,2012,Human,"0,842","0,085","0,683","0,692",25,"36,13","26,54",0
7,PZ7,2012,Human,"0,861",0,"0,71","0,739","25,885","35,033","22,94",0
7,PZ7,2012,Human,"0,861",0,"0,704","0,734","25,889","35,254","23,48",0
7,PZ7,2012,Human,"0,726",0,"0,63","0,649","26,141","40,255","24,59",0
7,PZ7,2012,Human,"0,858",0,"0,708","0,73","26,45","36,246","22,89",0
7,PZ7,2012,Human,"0,849",0,"0,743","0,73","26,511","36,311","24,26",0
7,PZ7,2012,Human,"0,803",0,"0,66","0,678","26,661","39,31","41,54",0
7,PZ7,2012,Human,"0,748",0,"0,638","0,659","26,736","40,542","24,17",0
7,PZ7,2012,Human,"0,797",0,"0,652","0,675","27,118","40,163","41,33",0
7,PZ7,2012,Human,"0,787",0,"0,66","0,675","27,147","40,217","41,63",0
7,PZ7,2012,Human,"0,803",0,"0,65","0,675","27,228","40,338","36,78",0
7,PZ7,2012,Human,"0,793",0,"0,667","0,683","27,474","40,203","38,83",0
7,PZ7,2012,Human,"0,846","0,218","0,712","0,739","27,571","37,301","20,22",0
7,PZ7,2012,Human,"0,803",0,"0,667","0,687","27,906","40,628","39,76",0
7,PZ7,2012,Human,"0,793",0,"0,672","0,687","28,087","40,891","37,31",0
7,PZ7,2012,Human,"0,793",0,"0,672","0,687","28,092","40,898","37,28",0
7,PZ7,2012,Human,"0,502",0,"0,495","0,465","28,115","60,45","37,27",0
7,PZ7,2012,Human,"0,842","0,154","0,672","0,708","28,357","40,069","27,37",0
7,PZ7,2012,Human,"0,81",0,"0,607","0,653","28,508","43,655","28,64",0
7,PZ7,2012,Human,"0,839","0,169","0,717","0,737","28,651","38,856",21,0
7,PZ7,2012,Human,"0,801",0,"0,647","0,673","28,659","42,571","40,47",0
7,PZ7,2012,Human,"0,758",0,"0,678","0,687","28,77","41,871","23,99",0
7,PZ7,2012,Human,"0,81","0,143","0,651","0,682","28,782","42,19","29,52",0
7,PZ7,2012,Human,"0,839","0,154","0,723","0,739","28,95","39,15",21,0
7,PZ7,2012,Human,"0,758",0,"0,628","0,658","29,007","44,066","24,76",0
7,PZ7,2012,Human,"0,748",0,"0,631","0,651","29,307","45,004","25,18",0
7,PZ7,2012,Human,"0,764",0,"0,649","0,67","29,464","43,966","25,54",0
7,PZ7,2012,Human,"0,869",0,"0,605","0,673","29,617","44,004","26,71",0
7,PZ7,2012,Human,"0,83","0,267","0,716","0,74","29,72","40,167","19,96",0
7,PZ7,2012,Human,"0,846","0,189","0,7","0,729","29,724","40,748","20,22",0
7,PZ7,2012,Human,"0,777",0,"0,63","0,652","30,027","46,052","27,15","0,000000000102"
7,PZ7,2012,Human,"0,81",0,"0,643","0,677","30,562","45,113","27,45","0,000000000674"
7,PZ7,2012,Human,"0,803",0,"0,66","0,68","31,207","45,897","38,94","0,00000000587"
7,PZ7,2012,Human,"0,727",0,"0,627","0,645","31,554","48,89","24,4","0,0000000179"
7,PZ7,2012,Human,"0,82","0,218","0,698","0,723","31,567","43,69","20,59","0,0000000186"
7,PZ7,2012,Human,"0,754",0,"0,625","0,647","31,596","48,817","23,67","0,0000000204"
7,PZ7,2012,Human,"0,754",0,"0,641","0,663","32,341","48,771","24,79","0,000000195"
7,PZ7,2012,Human,"0,826","0,189","0,693","0,72","32,739","45,483","19,89","0,00000061"
7,PZ7,2012,Human,"0,826","0,218","0,703","0,728","34,039","46,775","21,34","0,0000181"
7,PZ7,2012,Human,"0,721",0,"0,615","0,634","36,139","57,034","23,79","0,00152"
7,PZ7,2012,Human,"0,521",0,"0,607","0,562","36,471","64,923","25,9","0,00273"
7,PZ7,2012,Human,"0,598",0,"0,683","0,635","41,938","65,995","22,31","0,602"
7,PZ7,2012,Human,"0,611",0,"0,668","0,627","60,678","96,727","22,51",1
8,PZ8,2013,Human,"0,985","0,577","0,816","0,85","4,801","5,651","17,7",0
8,PZ8,2013,Human,"0,97","0,544","0,824","0,847","6,372","7,519","16,63",0
8,PZ8,2013,Human,"0,906","0,289","0,711","0,751","6,711","8,934","20,45",0
8,PZ8,2013,Human,"0,839","0,5","0,735","0,751","6,816","9,074","18,02",0
8,PZ8,2013,Human,"0,985","0,544","0,832","0,856","10,654","12,445","16,75",0
8,PZ8,2013,Human,"0,954","0,577","0,795","0,827","10,772","13,03","20,24",0
8,PZ8,2013,Human,"0,969","0,516","0,8","0,827","10,781","13,042","19,06",0
8,PZ8,2013,Human,"0,844","0,408","0,68","0,715","10,799","15,104","20,54",0
8,PZ8,2013,Human,"0,954","0,492","0,786","0,811","10,81","13,335","18,9",0
8,PZ8,2013,Human,"0,884","0,612","0,75","0,783","11,03","14,089","16,44",0
8,PZ8,2013,Human,"0,906","0,289","0,724","0,762","11,284","14,816","22,75",0
8,PZ8,2013,Human,"0,835","0,408","0,595","0,65","11,299","17,396","31,04",0
8,PZ8,2013,Human,"0,906","0,617","0,747","0,784","11,311","14,424","17,23",0
8,PZ8,2013,Human,"0,936",0,"0,658","0,711","11,329","15,93","21,36",0
8,PZ8,2013,Human,"0,952",0,"0,687","0,751","11,333","15,085","19,97",0
8,PZ8,2013,Human,"0,892","0,612","0,757","0,788","11,479","14,563","17,92",0
8,PZ8,2013,Human,"0,923","0,236","0,688","0,741","11,67","15,754","21,86",0
8,PZ8,2013,Human,"0,871","0,5","0,623","0,691","11,764","17,023","31,04",0
8,PZ8,2013,Human,"0,879","0,5","0,73","0,761","11,782","15,481","16,3",0
8,PZ8,2013,Human,"0,923","0,471","0,784","0,811","11,84","14,601","17,15",0
8,PZ8,2013,Human,"0,921",0,"0,616","0,695","12,09","17,395","21,78",0
8,PZ8,2013,Human,"0,906","0,236","0,703","0,745","12,151","16,32","23,26",0
8,PZ8,2013,Human,"0,938","0,548","0,797","0,825","12,166","14,744","15,9",0
8,PZ8,2013,Human,"0,896","0,73","0,737","0,783","12,266","15,667","16,91",0
8,PZ8,2013,Human,"0,935",0,"0,699","0,744","12,389","16,656",21,0
8,PZ8,2013,Human,"0,968",0,"0,66","0,737","12,484","16,938","19,87",0
8,PZ8,2013,Human,"0,892","0,236","0,719","0,751","12,792","17,045","21,93",0
8,PZ8,2013,Human,"0,857","0,236","0,651","0,696","12,799","18,399","23,83",0
8,PZ8,2013,Human,"0,906","0,236","0,664","0,72","12,882","17,903","23,01",0
8,PZ8,2013,Human,"0,923","0,471","0,753","0,792","13,079","16,509","23,85",0
8,PZ8,2013,Human,"0,921",0,"0,687","0,733","13,5","18,418","22,41",0
8,PZ8,2013,Human,"0,936",0,"0,685","0,739","13,531","18,314","20,87",0
8,PZ8,2013,Human,"0,906","0,612","0,733","0,778","13,876","17,829","21,75",0
8,PZ8,2013,Human,"0,906","0,548","0,7","0,753","14,432","19,177","21,91",0
8,PZ8,2013,Human,"0,921",0,"0,652","0,707","14,986","21,191","20,56",0
8,PZ8,2013,Human,"0,953",0,"0,723","0,766","15,174","19,812","20,54",0
8,PZ8,2013,Human,"0,849","0,365","0,625","0,674","15,808","23,47","28,7",0
8,PZ8,2013,Human,"0,954",0,"0,655","0,705","16,22","22,992","21,07",0
8,PZ8,2013,Human,"0,699",0,"0,492","0,542","18,62","34,342","24,93","0,00000000593"
8,PZ8,2013,Human,"0,667","0,289","0,596","0,605","23,687","39,172","23,38","0,00195"
8,PZ8,2013,Human,"0,689",0,"0,531","0,567","24,752","43,627","23,16","0,0109"
8,PZ8,2013,Human,"0,29",0,"0,465","0,388","31,294","80,559","24,3","0,91"
9,PZ9,2013,Human,"0,872","0,405","0,679","0,695","6,058","8,713","18,73",0
9,PZ9,2013,Human,"0,685","0,533","0,718","0,689","6,197","8,998","24,47",0
9,PZ9,2013,Human,"0,685","0,533","0,718","0,689","6,197","8,998","24,47",0
9,PZ9,2013,Human,"0,685","0,533","0,718","0,689","6,197","8,998","24,47",0
9,PZ9,2013,Human,"0,872","0,57","0,667","0,704","6,386","9,071","18,63",0
9,PZ9,2013,Human,"0,85","0,615","0,708","0,73","6,393","8,763","18,11",0
9,PZ9,2013,Human,"0,872","0,615","0,716","0,74","6,401","8,644","20,1",0
9,PZ9,2013,Human,"0,85","0,615","0,709","0,731","6,478","8,86","19,35",0
9,PZ9,2013,Human,"0,85","0,615","0,718","0,738","6,503","8,813","16,36",0
9,PZ9,2013,Human,"0,83","0,615","0,691","0,715","6,509","9,107","18,77",0
9,PZ9,2013,Human,"0,763","0,57","0,663","0,676","6,599","9,756","20,13",0
9,PZ9,2013,Human,"0,85","0,522","0,667","0,69","7,719","11,184","17,31",0
9,PZ9,2013,Human,"0,83","0,704","0,73","0,75","7,749","10,326","17,52",0
9,PZ9,2013,Human,"0,85","0,483","0,694","0,699","8,338","11,937","18,78",0
9,PZ9,2013,Human,"0,81","0,64","0,711","0,727","8,604","11,84","19,29",0
9,PZ9,2013,Human,"0,878","0,704","0,699","0,743","8,654","11,645","19,31",0
9,PZ9,2013,Human,"0,85","0,455","0,698","0,702","8,88","12,652","19,26",0
9,PZ9,2013,Human,"0,867",0,"0,69","0,687","8,93","12,997","23,99",0
9,PZ9,2013,Human,"0,867",0,"0,591","0,629","8,982","14,286","23,3",0
9,PZ9,2013,Human,"0,83","0,585","0,723","0,728","9,485","13,023","17,01",0
9,PZ9,2013,Human,"0,923",0,"0,663","0,69","9,586","13,897","24,85",0
9,PZ9,2013,Human,"0,867",0,"0,507","0,572","9,587","16,766","23,4",0
9,PZ9,2013,Human,"0,793","0,477","0,68","0,683","9,743","14,275","18,03",0
9,PZ9,2013,Human,"0,867",0,"0,604","0,623","9,785","15,694","23,81",0
9,PZ9,2013,Human,"0,85",0,"0,625","0,641","9,816","15,32","22,96",0
9,PZ9,2013,Human,"0,858",0,"0,745","0,72","9,911","13,758","24,6",0
9,PZ9,2013,Human,"0,872","0,603","0,698","0,727","10,501","14,451","20,2",0
9,PZ9,2013,Human,"0,805",0,"0,657","0,644","11,101","17,227","23,48",0
9,PZ9,2013,Human,"0,9",0,"0,557","0,608","11,134","18,317","24,09",0
9,PZ9,2013,Human,"0,923",0,"0,571","0,611","12,062","19,74","23,3",0
9,PZ9,2013,Human,"0,746",0,"0,442","0,501","19,342","38,573","26,43","0,00449"
9,PZ9,2013,Human,"0,763",0,"0,489","0,535","20,162","37,694","29,3","0,0155"
9,PZ9,2013,Human,"0,776",0,"0,477","0,531","22,353","42,095","27,04","0,174"
9,PZ9,2013,Human,"0,781",0,"0,542","0,572","25,434","44,444","26,2","0,78"
10,PZ10,2013,Human,"0,946","0,7","0,786","0,813","6,803","8,365","26,02",0
10,PZ10,2013,Human,"0,948","0,684","0,809","0,827","7,062","8,539","25,15",0
10,PZ10,2013,Human,"0,92","0,7","0,811","0,824","7,58","9,199","25,84",0
10,PZ10,2013,Human,"0,874","0,403","0,738","0,749","9,339","12,462","30,49",0
10,PZ10,2013,Human,"0,917","0,676","0,833","0,843","10,177","12,079","30,15",0
10,PZ10,2013,Human,"0,895","0,643","0,824","0,827","10,193","12,319","29,36",0
10,PZ10,2013,Human,"0,883","0,54","0,797","0,799","10,248","12,821","30,39",0
10,PZ10,2013,Human,"0,866","0,564","0,828","0,819","10,274","12,548","29,96",0
10,PZ10,2013,Human,"0,883","0,69","0,807","0,816","10,359","12,697","30,15",0
10,PZ10,2013,Human,"0,861","0,507","0,823","0,812","10,361","12,768","29,72",0
10,PZ10,2013,Human,"0,914","0,564","0,817","0,823","10,375","12,603","31,59",0
10,PZ10,2013,Human,"0,902","0,667","0,808","0,82","10,39","12,676","29,64",0
10,PZ10,2013,Human,"0,909","0,693","0,803","0,817","10,397","12,725","32,13",0
10,PZ10,2013,Human,"0,948","0,778","0,823","0,847","10,417","12,295","26,15",0
10,PZ10,2013,Human,"0,929","0,778","0,803","0,83","10,447","12,588","26,19",0
10,PZ10,2013,Human,"0,837","0,483","0,709","0,72","11,304","15,699","36,53",0
10,PZ10,2013,Human,"0,88","0,101","0,71","0,716","12,496","17,464","28,6",0
10,PZ10,2013,Human,"0,858","0,101","0,684","0,692","13,157",19,"28,18",0
10,PZ10,2013,Human,"0,892",0,"0,654","0,683","13,202","19,336","30,23",0
10,PZ10,2013,Human,"0,87","0,154","0,672","0,697","13,367","19,175","28,45","0,000000000132"
10,PZ10,2013,Human,"0,892","0,12","0,632","0,672","13,889","20,661","27,96","0,000000000827"
10,PZ10,2013,Human,"0,849","0,134","0,647","0,672","15,586","23,193","28,56","0,000000183"
10,PZ10,2013,Human,"0,827","0,202","0,659","0,672","16,264","24,201","27,47","0,00000124"
10,PZ10,2013,Human,"0,81",0,"0,653","0,661","16,681","25,223","28,78","0,00000377"
10,PZ10,2013,Human,"0,84",0,"0,592","0,632","16,75","26,52","29,12","0,00000452"
10,PZ10,2013,Human,"0,895","0,134","0,621","0,668","17,442","26,125","28,19","0,0000251"
11,PZ11,2014,Human,"0,953",0,"0,821","0,809","4,989","6,166","24,29","0,000455"
11,PZ11,2014,Human,"0,955",0,"0,772","0,794","5,255","6,616","28,15","0,000764"
11,PZ11,2014,Human,"0,977",0,"0,793","0,808","5,362","6,64","25,42","0,000937"
11,PZ11,2014,Human,"0,978",0,"0,734","0,759","5,649","7,446","25,33","0,00159"
11,PZ11,2014,Human,1,0,"0,72","0,766","5,856","7,641","25,97","0,00229"
11,PZ11,2014,Human,1,0,"0,678","0,74","5,94","8,023","30,46","0,00265"
11,PZ11,2014,Human,"0,957",0,"0,732","0,762","5,983","7,853","22,64","0,00285"
11,PZ11,2014,Human,"0,953",0,"0,787","0,794","6,026","7,587","26,35","0,00306"
11,PZ11,2014,Human,"0,798",0,"0,672","0,676","6,348","9,395","27,27","0,00521"
11,PZ11,2014,Human,"0,977",0,"0,739","0,768","6,434","8,373","25,06","0,00596"
11,PZ11,2014,Human,"0,827",0,"0,719","0,704","6,748","9,588","26,1","0,00965"
11,PZ11,2014,Human,"0,977",0,"0,779","0,773","6,866","8,884","22,9","0,0115"
11,PZ11,2014,Human,"0,771",0,"0,75","0,698","6,878","9,855","24,36","0,0117"
11,PZ11,2014,Human,"0,763",0,"0,758","0,716","6,992","9,764","24,91","0,0138"
11,PZ11,2014,Human,"0,929",0,"0,731","0,761","6,996","9,189","25,75","0,0138"
11,PZ11,2014,Human,"0,929",0,"0,793","0,791","7,05","8,918","26,74","0,0149"
11,PZ11,2014,Human,"0,696",0,"0,683","0,654","7,142","10,927","22,15","0,017"
11,PZ11,2014,Human,"0,853",0,"0,772","0,751","7,315","9,744","25,22","0,0215"
11,PZ11,2014,Human,"0,906",0,"0,694","0,71","7,333","10,326","25,77","0,022"
11,PZ11,2014,Human,"0,957",0,"0,711","0,755","7,385","9,776","23,87","0,0235"
11,PZ11,2014,Human,"0,756",0,"0,682","0,667","7,407","11,111","28,03","0,0242"
11,PZ11,2014,Human,"0,727",0,"0,709","0,664","7,409","11,166","25,44","0,0243"
11,PZ11,2014,Human,"0,651",0,"0,69","0,639","7,546","11,801","26,16","0,029"
11,PZ11,2014,Human,"0,756",0,"0,718","0,694","7,574","10,919","22,22","0,03"
11,PZ11,2014,Human,"0,955",0,"0,729","0,762","7,735","10,153","29,2","0,0366"
11,PZ11,2014,Human,"0,8",0,"0,761","0,721","7,838","10,869","24,89","0,0414"
11,PZ11,2014,Human,"0,978",0,"0,736","0,766","7,955","10,379","21,41","0,0475"
11,PZ11,2014,Human,"0,914",0,"0,736","0,736","7,969","10,825","21,66","0,0483"
11,PZ11,2014,Human,"0,818",0,"0,683","0,672","8,277","12,316","22,56","0,0681"
11,PZ11,2014,Human,"0,955",0,"0,759","0,75","8,351","11,133","20,21","0,0736"
11,PZ11,2014,Human,"0,914",0,"0,748","0,755","8,358","11,071","19,24","0,0742"
11,PZ11,2014,Human,"0,827",0,"0,682","0,695","8,465","12,177","26,22","0,0829"
11,PZ11,2014,Human,1,"0,169","0,807","0,813","8,475","10,425","21,61","0,0838"
11,PZ11,2014,Human,"0,978",0,"0,768","0,781","8,498","10,885","21,82","0,0857"
11,PZ11,2014,Human,"0,934",0,"0,739","0,744","8,526","11,467","20,81","0,0882"
11,PZ11,2014,Human,"0,879",0,"0,779","0,765","8,542","11,173","24,52","0,0896"
11,PZ11,2014,Human,"0,773",0,"0,768","0,713","8,645","12,117","25,24","0,0993"
11,PZ11,2014,Human,"0,889",0,"0,691","0,695","8,818","12,679","23,89","0,117"
11,PZ11,2014,Human,"0,864",0,"0,721","0,732","8,825","12,064","28,55","0,118"
11,PZ11,2014,Human,1,0,"0,748","0,752","8,901","11,832","21,5","0,126"
11,PZ11,2014,Human,"0,725",0,"0,74","0,694","9,042","13,03","22,75","0,143"
11,PZ11,2014,Human,"0,81",0,"0,678","0,676","9,049","13,382","26,3","0,144"
11,PZ11,2014,Human,"0,756",0,"0,698","0,68","9,212","13,542","22,05","0,166"
11,PZ11,2014,Human,"0,957","0,218","0,727","0,764","9,305","12,18","21,08","0,179"
11,PZ11,2014,Human,"0,957",0,"0,73","0,758","9,47","12,496","20,68","0,204"
11,PZ11,2014,Human,"0,864",0,"0,715","0,711","10,327","14,518","26,6","0,363"
11,PZ11,2014,Human,"0,81",0,"0,682","0,673","10,392","15,452","25,37","0,376"
11,PZ11,2014,Human,"0,934",0,"0,758","0,767","10,484","13,673","20,83","0,396"
11,PZ11,2014,Human,"0,854",0,"0,797","0,768","10,538","13,713","24,39","0,407"
11,PZ11,2014,Human,"0,791",0,"0,742","0,71","10,686","15,058","29,74","0,44"
11,PZ11,2014,Human,"0,831",0,"0,663","0,685","11,177","16,32","22,52","0,548"
11,PZ11,2014,Human,"0,854",0,"0,773","0,754","11,439","15,173","25,64","0,605"
11,PZ11,2014,Human,"0,667","0,189","0,691","0,644","15,356","23,854","25,08","0,993"
11,PZ11,2014,Human,"0,864",0,"0,698","0,707","16,079","22,744","28,27","0,998"
12,PZ12,2014,Human,"0,861",0,"0,663","0,696","10,061","14,453","25,66",0
12,PZ12,2014,Human,"0,849",0,"0,689","0,714","10,387","14,55","24,32",0
12,PZ12,2014,Human,"0,849","0,144","0,691","0,707","10,525","14,891","22,75",0
12,PZ12,2014,Human,"0,901","0,535","0,66","0,725","11,112","15,33","28,83",0
12,PZ12,2014,Human,"0,87","0,25","0,747","0,749","11,431","15,261","22,08",0
12,PZ12,2014,Human,"0,854","0,177","0,711","0,722","11,961","16,56","24,23",0
12,PZ12,2014,Human,"0,877","0,177","0,695","0,723","12,212","16,893","23,94",0
12,PZ12,2014,Human,"0,877","0,267","0,704","0,729","12,82","17,59","24,53",0
12,PZ12,2014,Human,"0,93","0,401","0,691","0,744","12,827","17,247","25,84",0
12,PZ12,2014,Human,"0,901","0,267","0,684","0,723","12,919","17,869","26,87",0
12,PZ12,2014,Human,"0,901","0,177","0,593","0,667","12,938","19,41","24,76",0
